"doc_id"	"term"	"freq"
"3277"	"1"	"distrattare"	2
"3278"	"1"	"paradossalmente"	1
"3279"	"1"	"megio"	1
"3280"	"1"	"energia"	2
"3281"	"1"	"arma|occuparme"	1
"3282"	"1"	"contemporaneamente"	2
"3283"	"1"	"fiorentino"	1
"3284"	"1"	"agroturismo"	1
"3285"	"1"	"addatto"	1
"3286"	"1"	"cavallo"	5
"3287"	"1"	"vigno"	1
"3288"	"1"	"Chiante"	1
"3289"	"1"	"tramnotno"	1
"3290"	"1"	"manguare"	1
"3291"	"1"	"mora"	1
"3292"	"1"	"erba"	2
"3293"	"1"	"macchia"	1
"3294"	"1"	"Zebrino"	1
"3295"	"1"	"oramai"	1
"3296"	"1"	"„"	1
"3297"	"1"	"banana"	7
"3298"	"1"	"suso"	1
"3299"	"1"	"semplice"	7
"3300"	"1"	"aracchidio"	2
"3301"	"1"	"amaro"	1
"3302"	"1"	"Pelare"	1
"3303"	"1"	"picchole"	1
"3304"	"1"	"cerchietto"	1
"3305"	"1"	"spessore"	1
"3306"	"1"	"sushi"	1
"3307"	"1"	"classico"	1
"3308"	"1"	"strumento"	2
"3309"	"1"	"posta"	1
"3310"	"1"	"farcire"	1
"3311"	"1"	"uniformemente"	1
"3312"	"1"	"distribuire"	1
"3313"	"1"	"decorare"	1
"3314"	"1"	"spolverata"	1
"3315"	"1"	"cocco"	2
"3316"	"1"	"combinare"	1
"3317"	"1"	"gusto"	2
"3318"	"1"	"tranquilamente"	1
"3319"	"1"	"aggiunto"	1
"3320"	"1"	"vegare"	1
"3321"	"1"	"dieta"	1
"3322"	"1"	"glutina"	1
"3323"	"1"	"frigorifero"	1
"3324"	"1"	"Bhutan"	1
"3325"	"1"	"regno"	1
"3326"	"1"	"templio"	1
"3327"	"1"	"religione"	1
"3328"	"1"	"buddismo"	1
"3329"	"1"	"civiltà"	2
"3330"	"1"	".Ho"	1
"3331"	"1"	"un´"	1
"3332"	"1"	"agenzia"	1
"3333"	"1"	"Raccomare"	1
"3334"	"1"	"barbabietola"	2
"3335"	"1"	"Mettare"	1
"3336"	"1"	"vegetale"	1
"3337"	"1"	"cucino"	1
"3338"	"1"	"latta"	2
"3339"	"1"	"mescolo"	3
"3340"	"1"	"sudio"	1
"3341"	"1"	"matina"	1
"3342"	"1"	"programa"	1
"3343"	"1"	"notizia"	2
"3344"	"1"	"sogetto"	1
"3345"	"1"	"Polonia"	1
"3346"	"1"	"Danzica"	1
"3347"	"1"	"fotocamera"	1
"3348"	"1"	"monumeto"	1
"3349"	"1"	"europeo"	2
"3350"	"1"	"Solidarità"	1
"3351"	"1"	"esposizione"	1
"3352"	"1"	"represione"	1
"3353"	"1"	"comunismo"	1
"3354"	"1"	"Solidarnost."	1
"3355"	"1"	"rissotto"	1
"3356"	"1"	"cippola"	1
"3357"	"1"	"arborio"	1
"3358"	"1"	"continuo"	1
"3359"	"1"	"bujon"	1
"3360"	"1"	"zucchino"	1
"3361"	"1"	"quindici"	1
"3362"	"1"	"mattinata"	2
"3363"	"1"	"memorizzare"	3
"3364"	"1"	"concenrazione"	1
"3365"	"1"	"stanca.Mi"	1
"3366"	"1"	"visivo"	1
"3367"	"1"	"vocabolo"	2
"3368"	"1"	"memorizzo"	1
"3369"	"1"	"Calabria"	4
"3370"	"1"	"sorella"	1
"3371"	"1"	"risare"	1
"3372"	"1"	"calabrese"	1
"3373"	"1"	"sincero"	1
"3374"	"1"	"puo"	2
"3375"	"1"	"guida"	1
"3376"	"1"	"visitatoTarquinia"	1
"3377"	"1"	"Messina"	1
"3378"	"1"	"stupendere"	1
"3379"	"1"	"Tarquinia"	1
"3380"	"1"	"\nConsigliere"	1
"3381"	"1"	"allegro"	2
"3382"	"1"	"legare"	4
"3383"	"1"	"pizza.\nPrima"	1
"3384"	"1"	"consistere"	1
"3385"	"1"	"1000"	1
"3386"	"1"	"grammo"	2
"3387"	"1"	"oglio"	2
"3388"	"1"	"vergine"	2
"3389"	"1"	"15"	4
"3390"	"1"	"cucchiaia"	1
"3391"	"1"	"cucchiaina"	1
"3392"	"1"	"600"	1
"3393"	"1"	"millilitro"	1
"3394"	"1"	"40"	1
"3395"	"1"	"cucchiaino"	2
"3396"	"1"	"scodella"	2
"3397"	"1"	"cuno"	1
"3398"	"1"	"bufalla"	1
"3399"	"1"	"basilico"	4
"3400"	"1"	"paprika"	2
"3401"	"1"	"grigliare"	1
"3402"	"1"	"oregano"	1
"3403"	"1"	"Imasto"	1
"3404"	"1"	"passat"	1
"3405"	"1"	"minuti.\ne"	1
"3406"	"1"	"positivo"	2
"3407"	"1"	"volentieri"	1
"3408"	"1"	"capacità"	3
"3409"	"1"	"del´insegnante"	1
"3410"	"1"	"informzione"	1
"3411"	"1"	"teoria"	2
"3412"	"1"	"iscuterno"	1
"3413"	"1"	"compito"	4
"3414"	"1"	"radio"	1
"3415"	"1"	"vocabolare"	1
"3416"	"1"	"quardo"	1
"3417"	"1"	"TV"	1
"3418"	"1"	"sottotittolo"	1
"3419"	"1"	"OWI"	1
"3420"	"1"	"Veronica"	1
"3421"	"1"	"memorio"	1
"3422"	"1"	"all´estero"	1
"3423"	"1"	"all´universito"	2
"3424"	"1"	"mesi"	1
"3425"	"1"	"l´inglese"	1
"3426"	"1"	"differente"	2
"3427"	"1"	"invernale"	2
"3428"	"1"	"limitare"	3
"3429"	"1"	"stanchezza"	1
"3430"	"1"	"risultato"	2
"3431"	"1"	"utilizzare"	3
"3432"	"1"	"trascrizione"	1
"3433"	"1"	"modifico"	1
"3434"	"1"	"comprensione"	1
"3435"	"1"	"cerco"	1
"3436"	"1"	"dato"	1
"3437"	"1"	"tabella"	1
"3438"	"1"	"grafica"	1
"3439"	"1"	"influenzare"	1
"3440"	"1"	"esterno"	1
"3441"	"1"	"preferivo"	1
"3442"	"1"	"fase"	1
"3443"	"1"	"successivo"	1
"3444"	"1"	"fascia"	1
"3445"	"1"	"temporale"	2
"3446"	"1"	"ripetizione"	1
"3447"	"1"	"colore"	2
"3448"	"1"	"segnare"	1
"3449"	"1"	"fornire"	1
"3450"	"1"	"scrivo"	2
"3451"	"1"	"foglio"	1
"3452"	"1"	"schema"	1
"3453"	"1"	"cammino"	1
"3454"	"1"	"c´é"	3
"3455"	"1"	"lá"	1
"3456"	"1"	"leggo"	1
"3457"	"1"	"quaderno"	1
"3458"	"1"	"social"	1
"3459"	"1"	"video"	1
"3460"	"1"	"YouTube"	1
"3461"	"1"	"massimo"	2
"3462"	"1"	"Pomodoro"	1
"3463"	"1"	"sito"	1
"3464"	"1"	"Memrise"	1
"3465"	"1"	"Cram"	1
"3466"	"1"	"obligazione"	1
"3467"	"1"	"mezzanotte"	1
"3468"	"1"	"cervello"	1
"3469"	"1"	"technica"	1
"3470"	"1"	"pensiero"	2
"3471"	"1"	"Grecia"	2
"3472"	"1"	"Zante"	1
"3473"	"1"	"fratello"	1
"3474"	"1"	"rilassamento"	1
"3475"	"1"	"primavera"	1
"3476"	"1"	"aprile"	1
"3477"	"1"	"Barcellona"	1
"3478"	"1"	"Zakynthos"	2
"3479"	"1"	"consiglere"	1
"3480"	"1"	"festa"	1
"3481"	"1"	"Ibiza"	1
"3482"	"1"	"hobby"	2
"3483"	"1"	"Aquathermal"	1
"3484"	"1"	"Zvolen"	1
"3485"	"1"	"aquapark"	1
"3486"	"1"	"staggione"	2
"3487"	"1"	"percio"	1
"3488"	"1"	"c´ero"	1
"3489"	"1"	"pocho"	1
"3490"	"1"	"favorevole"	1
"3491"	"1"	"mini"	1
"3492"	"1"	"quest´e"	1
"3493"	"1"	"feria"	1
"3494"	"1"	"lampo"	1
"3495"	"1"	"criterio"	1
"3496"	"1"	"relax"	3
"3497"	"1"	"base"	3
"3498"	"1"	"abitativo"	1
"3499"	"1"	"comfort"	1
"3500"	"1"	"nonché"	1
"3501"	"1"	"obiettivo"	4
"3502"	"1"	"staccare"	1
"3503"	"1"	"Consigliere"	3
"3504"	"1"	"desiderare"	1
"3505"	"1"	"rigenerale"	1
"3506"	"1"	"Istria"	1
"3507"	"1"	"badare"	1
"3508"	"1"	"capriccioso"	1
"3509"	"1"	"affollato"	1
"3510"	"1"	"affittare"	1
"3511"	"1"	"piovere"	1
"3512"	"1"	"appartare"	1
"3513"	"1"	"collegare"	3
"3514"	"1"	"località"	1
"3515"	"1"	"mondare"	1
"3516"	"1"	"Opatija"	1
"3517"	"1"	"Rijeka"	1
"3518"	"1"	"post"	1
"3519"	"1"	"irredentista"	1
"3520"	"1"	"abbazia"	1
"3521"	"1"	"settembre"	1
"3522"	"1"	"Reppublica"	2
"3523"	"1"	"cittá"	2
"3524"	"1"	"Kromneriž"	1
"3525"	"1"	"Ě"	1
"3526"	"1"	"torre"	1
"3527"	"1"	"lí"	1
"3528"	"1"	"maglifica"	1
"3529"	"1"	"Bouzov"	1
"3530"	"1"	"fiabesco"	1
"3531"	"1"	"hotel"	1
"3532"	"1"	"Evrika"	1
"3533"	"1"	"beach"	2
"3534"	"1"	"sunny"	1
"3535"	"1"	"Nesebăr"	1
"3536"	"1"	"piscina.Questo"	1
"3537"	"1"	"bimbo"	1
"3538"	"1"	"mezza"	1
"3539"	"1"	"col´aereo"	1
"3540"	"1"	"Nero"	1
"3541"	"1"	"l´altro"	1
"3542"	"1"	"fastidio"	1
"3543"	"1"	"Puglia"	1
"3544"	"1"	"Bari"	2
"3545"	"1"	"Terlizzi"	1
"3546"	"1"	"Giovinazzo"	1
"3547"	"1"	"volo"	1
"3548"	"1"	"ricchezza"	1
"3549"	"1"	"culinare"	1
"3550"	"1"	"Ledro"	1
"3551"	"1"	"Torbole"	1
"3552"	"1"	"Arco"	1
"3553"	"1"	"riva"	1
"3554"	"1"	"Malcesine"	1
"3555"	"1"	"–"	1
"3556"	"1"	"arrampicare"	1
"3557"	"1"	"scoglio"	1
"3558"	"1"	"windsurfing"	1
"3559"	"1"	"paddleboarding"	1
"3560"	"1"	"luogho"	1
"3561"	"1"	"destinazione"	1
"3562"	"1"	"historico"	1
"3563"	"1"	"nienti"	1
"3564"	"1"	"Eccolo"	1
"3565"	"1"	".\nVersare"	1
"3566"	"1"	"soffriggetelo"	1
"3567"	"1"	"Preparare"	1
"3568"	"1"	"ciotola"	1
"3569"	"1"	"romano"	1
"3570"	"1"	"Condire"	1
"3571"	"1"	"Fatto."	1
"3572"	"1"	"Po"	1
"3573"	"1"	"Uhlířsku"	1
"3574"	"1"	"bolente"	2
"3575"	"1"	"curre"	2
"3576"	"1"	"colare"	1
"3577"	"1"	"d´olivo"	3
"3578"	"1"	"cipola"	1
"3579"	"1"	"cotto"	3
"3580"	"1"	"affumicare"	1
"3581"	"1"	"l´uovo"	1
"3582"	"1"	"l´uovere"	1
"3583"	"1"	"pepperoncino"	3
"3584"	"1"	"pronto."	1
"3585"	"1"	"napoletano"	1
"3586"	"1"	"Purpietei"	1
"3587"	"1"	"affugare"	1
"3588"	"1"	"occorrere"	1
"3589"	"1"	"polpo"	2
"3590"	"1"	"surgelare"	1
"3591"	"1"	"recipiente"	2
"3592"	"1"	"sistemare"	1
"3593"	"1"	"pep"	1
"3594"	"1"	"abbassare"	1
"3595"	"1"	"fuoco"	6
"3596"	"1"	"coperchio"	1
"3597"	"1"	"denso"	1
"3598"	"1"	"spegnere"	1
"3599"	"1"	"prezzemolo"	2
"3600"	"1"	"tritare"	1
"3601"	"1"	"serviamo"	1
"3602"	"1"	"abbrustolito"	1
"3603"	"1"	"universale"	1
"3604"	"1"	"abbinare"	1
"3605"	"1"	"zucchina"	1
"3606"	"1"	"tonno"	1
"3607"	"1"	"frutto"	3
"3608"	"1"	"olive"	2
"3609"	"1"	"cappere"	1
"3610"	"1"	"mais"	1
"3611"	"1"	"pisello"	1
"3612"	"1"	"broccolo"	1
"3613"	"1"	"ceca"	2
"3614"	"1"	"speratamente"	1
"3615"	"1"	"dessert"	1
"3616"	"1"	"preparato"	3
"3617"	"1"	"frigo"	1
"3618"	"1"	"Piškóto"	1
"3619"	"1"	"acido"	1
"3620"	"1"	"mascarpone"	1
"3621"	"1"	"frutta"	2
"3622"	"1"	"sterilizzato"	1
"3623"	"1"	"surgelato"	1
"3624"	"1"	"ritocco"	1
"3625"	"1"	"cioccolato"	3
"3626"	"1"	"appettire"	1
"3627"	"1"	"zucca"	3
"3628"	"1"	"l´olio"	4
"3629"	"1"	"extra"	1
"3630"	"1"	"finemente"	1
"3631"	"1"	"cubetto"	2
"3632"	"1"	"sfrigolare"	1
"3633"	"1"	"patata"	1
"3634"	"1"	"morbido"	1
"3635"	"1"	"piastra"	1
"3636"	"1"	"frullo"	1
"3637"	"1"	"frullatore"	1
"3638"	"1"	"immersione"	1
"3639"	"1"	"condire"	2
"3640"	"1"	"po´"	3
"3641"	"1"	"curry"	1
"3642"	"1"	"po´do"	2
"3643"	"1"	"lacscio"	1
"3644"	"1"	"quocere"	1
"3645"	"1"	"appetire"	2
"3646"	"1"	"cuciare"	1
"3647"	"1"	"lesso"	1
"3648"	"1"	"affetto"	1
"3649"	"1"	"del‘aglio"	1
"3650"	"1"	"chille"	2
"3651"	"1"	"piccollo"	1
"3652"	"1"	"pezzetti"	1
"3653"	"1"	"sciogliare"	1
"3654"	"1"	"aggiungiare"	3
"3655"	"1"	"debito"	1
"3656"	"1"	"melcolo"	1
"3657"	"1"	"pezzeto"	1
"3658"	"1"	"confre"	1
"3659"	"1"	"professore"	21
"3660"	"1"	"rispettare"	1
"3661"	"1"	"amicevole"	1
"3662"	"1"	"avvincente"	1
"3663"	"1"	"comunicazione"	8
"3664"	"1"	"conoscenza"	4
"3665"	"1"	"comodo"	1
"3666"	"1"	"percipere"	1
"3667"	"1"	"individuo"	1
"3668"	"1"	"individuare"	2
"3669"	"1"	"differenza"	2
"3670"	"1"	"modificare"	2
"3671"	"1"	"individualizzare"	1
"3672"	"1"	"stilla"	1
"3673"	"1"	"opportunità"	1
"3674"	"1"	"quotidiano"	1
"3675"	"1"	"manuale"	1
"3676"	"1"	"valutazione"	5
"3677"	"1"	"feedback"	2
"3678"	"1"	"quele"	1
"3679"	"1"	"colui"	1
"3680"	"1"	"questione"	2
"3681"	"1"	"considerare"	4
"3682"	"1"	"certamente"	1
"3683"	"1"	"attivo"	3
"3684"	"1"	"timido"	1
"3685"	"1"	"consultazione"	9
"3686"	"1"	"corrispondere"	1
"3687"	"1"	"disponibile"	2
"3688"	"1"	"determinare"	1
"3689"	"1"	"culturalmente"	1
"3690"	"1"	"approccio"	5
"3691"	"1"	"ritenere"	2
"3692"	"1"	"amichevole"	7
"3693"	"1"	"oltrepassare"	1
"3694"	"1"	"professionalità"	1
"3695"	"1"	"rilassare"	1
"3696"	"1"	"birreria"	1
"3697"	"1"	"preferenza"	1
"3698"	"1"	"personalità"	1
"3699"	"1"	"agio"	1
"3700"	"1"	"risultare"	1
"3701"	"1"	"innaturale"	1
"3702"	"1"	"Tu."	1
"3703"	"1"	"l`insegnante"	1
"3704"	"1"	"fiducia"	2
"3705"	"1"	"nell`insegnante"	1
"3706"	"1"	"problematica"	3
"3707"	"1"	"L`insegnante"	2
"3708"	"1"	"l`interere"	1
"3709"	"1"	"dedicare"	2
"3710"	"1"	"sospeggere"	1
"3711"	"1"	"buire"	1
"3712"	"1"	"tragico"	1
"3713"	"1"	"pressione"	1
"3714"	"1"	"c`entrare"	1
"3715"	"1"	"insegnare"	9
"3716"	"1"	"scienziare"	1
"3717"	"1"	"esperto"	1
"3718"	"1"	"prescrivere"	1
"3719"	"1"	"Un`altro"	1
"3720"	"1"	"I`insegnante"	1
"3721"	"1"	"distinguere"	1
"3722"	"1"	"attraente"	1
"3723"	"1"	"Capisco"	1
"3724"	"1"	"comportamento"	1
"3725"	"1"	"precedente"	1
"3726"	"1"	"all`università"	1
"3727"	"1"	"profittare"	2
"3728"	"1"	"simpatia"	1
"3729"	"1"	"necessità"	1
"3730"	"1"	"proffesionale"	1
"3731"	"1"	"rapido."	1
"3732"	"1"	"inaccessibile"	1
"3733"	"1"	"allevare"	1
"3734"	"1"	"\nGle"	1
"3735"	"1"	"buone"	1
"3736"	"1"	"email"	1
"3737"	"1"	"\nLa"	1
"3738"	"1"	"osservazione"	1
"3739"	"1"	"piaceere"	1
"3740"	"1"	"chiarità"	1
"3741"	"1"	"esigenza"	2
"3742"	"1"	"docente"	22
"3743"	"1"	"rispetto"	6
"3744"	"1"	"reciproco"	2
"3745"	"1"	"soluzione"	1
"3746"	"1"	"perditempo"	1
"3747"	"1"	"confronto"	1
"3748"	"1"	"sudento"	1
"3749"	"1"	"dimostrare"	1
"3750"	"1"	"valido"	1
"3751"	"1"	"merito"	1
"3752"	"1"	"menzionare"	1
"3753"	"1"	"prova"	1
"3754"	"1"	"quantità"	1
"3755"	"1"	"scala"	1
"3756"	"1"	"direo"	1
"3757"	"1"	"neccesario"	2
"3758"	"1"	"accettare"	1
"3759"	"1"	"critico"	1
"3760"	"1"	"formale"	2
"3761"	"1"	"elementare"	2
"3762"	"1"	"discutere"	1
"3763"	"1"	"frequentavo"	1
"3764"	"1"	"Nord"	1
"3765"	"1"	"ambientamento"	2
"3766"	"1"	"relazione"	1
"3767"	"1"	"complicare"	1
"3768"	"1"	"maltrattare"	1
"3769"	"1"	"criticare"	2
"3770"	"1"	"numeroso"	1
"3771"	"1"	"tematico"	1
"3772"	"1"	"curriculum"	2
"3773"	"1"	"permettere"	2
"3774"	"1"	"corezione"	1
"3775"	"1"	"diretto"	1
"3776"	"1"	"soggetto"	1
"3777"	"1"	"esercizio"	5
"3778"	"1"	"benne"	1
"3779"	"1"	"focalizzare"	1
"3780"	"1"	"analizzare"	1
"3781"	"1"	"filologia"	2
"3782"	"1"	"francese"	2
"3783"	"1"	"sistema"	1
"3784"	"1"	"insegnamento"	2
"3785"	"1"	"stimolare"	2
"3786"	"1"	"peggiorato"	1
"3787"	"1"	"cosciente"	1
"3788"	"1"	"richiesta"	1
"3789"	"1"	"tiepido"	1
"3790"	"1"	"limite"	2
"3791"	"1"	"un`altro"	1
"3792"	"1"	"esagerare"	1
"3793"	"1"	"risposta"	4
"3794"	"1"	"logica"	1
"3795"	"1"	"sbagliare"	2
"3796"	"1"	"logico"	1
"3797"	"1"	"collegato"	1
"3798"	"1"	"conclusione"	1
"3799"	"1"	"Qualcuno"	1
"3800"	"1"	"arrogante"	1
"3801"	"1"	"l´etico"	1
"3802"	"1"	"approffito"	1
"3803"	"1"	"vendicare"	1
"3804"	"1"	"rifiutare"	1
"3805"	"1"	"conversare"	2
"3806"	"1"	"approffire"	1
"3807"	"1"	"studentuscire"	1
"3808"	"1"	"riservato"	1
"3809"	"1"	"meritare"	1
"3810"	"1"	"prestere"	1
"3811"	"1"	"all´altro"	1
"3812"	"1"	"manacare"	1
"3813"	"1"	"tolleranza"	1
"3814"	"1"	"gentilezza"	1
"3815"	"1"	"Manco"	1
"3816"	"1"	"l´autoriflessione"	1
"3817"	"1"	"approce"	1
"3818"	"1"	"variabile"	1
"3819"	"1"	"talvolta"	1
"3820"	"1"	"indiferrente"	1
"3821"	"1"	"sfacciato"	1
"3822"	"1"	"maggiore"	2
"3823"	"1"	"consultare"	1
"3824"	"1"	"studi."	1
"3825"	"1"	"dettaglio"	1
"3826"	"1"	"matematica"	2
"3827"	"1"	"conoscessimo"	1
"3828"	"1"	"fondamentale"	2
"3829"	"1"	"coinvolgere"	2
"3830"	"1"	"mam"	1
"3831"	"1"	"Boh"	1
"3832"	"1"	"comunicare"	2
"3833"	"1"	"comprensibilità"	2
"3834"	"1"	"insegnatne"	2
"3835"	"1"	"partecipare"	1
"3836"	"1"	"attività"	2
"3837"	"1"	"attuale"	2
"3838"	"1"	"fenomeno"	1
"3839"	"1"	"successivamente"	1
"3840"	"1"	"viceversa"	1
"3841"	"1"	"convinto"	1
"3842"	"1"	"appumere"	1
"3843"	"1"	"incertezza"	1
"3844"	"1"	"mantenire"	1
"3845"	"1"	"interazione"	3
"3846"	"1"	"inevitabile"	1
"3847"	"1"	"ispirare"	1
"3848"	"1"	"interagire"	1
"3849"	"1"	"banale"	1
"3850"	"1"	"conseguenza"	1
"3851"	"1"	"praticare"	1
"3852"	"1"	"orale"	1
"3853"	"1"	"po`variabile"	1
"3854"	"1"	"peggiore"	1
"3855"	"1"	"insipido"	1
"3856"	"1"	"professionista"	1
"3857"	"1"	"minimizzare"	1
"3858"	"1"	"spacializzare"	1
"3859"	"1"	"buona,magare"	1
"3860"	"1"	"mantenere"	1
"3861"	"1"	"discussione"	1
"3862"	"1"	"\nsu"	1
"3863"	"1"	"vocabolario"	2
"3864"	"1"	"orientare"	1
"3865"	"1"	"psicologia"	1
"3866"	"1"	"60"	1
"3867"	"1"	"locuzione"	1
"3868"	"1"	"novità"	1
"3869"	"1"	"L´ascolto"	1
"3870"	"1"	"all´inizio"	1
"3871"	"1"	"dell´ascogliere"	1
"3872"	"1"	"nouvo"	1
"3873"	"1"	"comunicativo"	1
"3874"	"1"	"\\""	1
"3875"	"1"	"focus"	1
"3876"	"1"	"aiuteere"	1
"3877"	"1"	"handout"	1
"3878"	"1"	"essenziale"	1
"3879"	"1"	"collaborazione"	1
"3880"	"1"	"Tenere"	1
"3881"	"1"	"partecipazione"	2
"3882"	"1"	"slovacco"	2
"3883"	"1"	"po´esotica"	1
"3884"	"1"	"tuttora"	1
"3885"	"1"	"mimare"	1
"3886"	"1"	"beltá."	1
"3887"	"1"	"trasscorrere"	1
"3888"	"1"	"motivato"	2
"3889"	"1"	"approfondire"	1
"3890"	"1"	"studiandolo"	1
"3891"	"1"	"profesoressa"	2
"3892"	"1"	"al´universitá"	1
"3893"	"1"	"erazmus"	1
"3894"	"1"	"l´anno"	1
"3895"	"1"	"quell´accento"	1
"3896"	"1"	"Pian"	1
"3897"	"1"	"tesoro"	1
"3898"	"1"	"´ítaliano"	1
"3899"	"1"	"linguaggio"	1
"3900"	"1"	"l´amore.\nmio"	1
"3901"	"1"	"motivazione"	5
"3902"	"1"	"dell´"	1
"3903"	"1"	"l´arte"	1
"3904"	"1"	"Emma"	1
"3905"	"1"	"Marrone"	1
"3906"	"1"	"Preferico"	1
"3907"	"1"	"suonare"	2
"3908"	"1"	"secondario"	2
"3909"	"1"	"universitá"	1
"3910"	"1"	"universitá."	1
"3911"	"1"	"informatica"	1
"3912"	"1"	"spero"	1
"3913"	"1"	"scelto"	1
"3914"	"1"	"interettere"	1
"3915"	"1"	"Conoscevere"	1
"3916"	"1"	"Veneto"	1
"3917"	"1"	"Romagna"	1
"3918"	"1"	"melodioso"	1
"3919"	"1"	"accento"	1
"3920"	"1"	"romagnolo"	1
"3921"	"1"	"Nitra"	1
"3922"	"1"	"sto"	1
"3923"	"1"	"muovermo"	1
"3924"	"1"	"perfezionare"	1
"3925"	"1"	"mentalità"	1
"3926"	"1"	"importatno"	1
"3927"	"1"	":-"	1
"3928"	"1"	"frittata"	1
"3929"	"1"	"verduro"	2
"3930"	"1"	"fungo"	1
"3931"	"1"	"aromatico"	1
"3932"	"1"	"girasola"	1
"3933"	"1"	"pizzico"	1
"3934"	"1"	"congelare"	1
"3935"	"1"	":D"	2
"3936"	"1"	"´insalare"	1
"3937"	"1"	"compro"	1
"3938"	"1"	"asciugare"	1
"3939"	"1"	"polo"	1
"3940"	"1"	"senape"	1
"3941"	"1"	"mangio"	1
"3942"	"1"	"creps"	1
"3943"	"1"	"faccio"	1
"3944"	"1"	"uva"	2
"3945"	"1"	"latte"	3
"3946"	"1"	"aggiungio"	2
"3947"	"1"	"mischio"	1
"3948"	"1"	"latto"	1
"3949"	"1"	"finché"	1
"3950"	"1"	"do"	2
"3951"	"1"	"d´olio"	1
"3952"	"1"	"preferitto"	1
"3953"	"1"	"morcadella"	2
"3954"	"1"	"l´acqua"	3
"3955"	"1"	"gas"	1
"3956"	"1"	"elettricitá"	1
"3957"	"1"	"nell´acqua"	1
"3958"	"1"	"stringere"	1
"3959"	"1"	"morcadellare"	1
"3960"	"1"	"bollimento"	1
"3961"	"1"	"penne"	1
"3962"	"1"	"Lasciamo"	2
"3963"	"1"	"scolere"	2
"3964"	"1"	"passata"	2
"3965"	"1"	"Compro"	1
"3966"	"1"	"panere"	1
"3967"	"1"	"negozio"	1
"3968"	"1"	"prire"	1
"3969"	"1"	"bolire"	1
"3970"	"1"	"l´aqua"	1
"3971"	"1"	"pianto"	1
"3972"	"1"	"salso"	1
"3973"	"1"	"migiore"	1
"3974"	"1"	"caffa"	1
"3975"	"1"	"esemrio"	1
"3976"	"1"	"torta"	2
"3977"	"1"	"arrorre"	1
"3978"	"1"	"marone"	1
"3979"	"1"	"Ricettare"	1
"3980"	"1"	"congelato"	1
"3981"	"1"	"scongelare"	1
"3982"	"1"	"otto"	1
"3983"	"1"	"ketchup"	1
"3984"	"1"	"misurazione"	1
"3985"	"1"	"placca"	1
"3986"	"1"	"cuociamo"	1
"3987"	"1"	"bolognese"	2
"3988"	"1"	"Sto"	1
"3989"	"1"	"popolare"	1
"3990"	"1"	"\nin"	1
"3991"	"1"	"cuchiaio"	1
"3992"	"1"	"omogeneo"	1
"3993"	"1"	"grattuggiato"	1
"3994"	"1"	"apettire"	1
"3995"	"1"	"L´aqua"	1
"3996"	"1"	"dere"	2
"3997"	"1"	"phase"	1
"3998"	"1"	"ciccinare"	1
"3999"	"1"	"alunno"	7
"4000"	"1"	"l´amicizia"	1
"4001"	"1"	"distacco"	1
"4002"	"1"	"condizionare"	1
"4003"	"1"	"L´insegnante"	1
"4004"	"1"	"nolere"	1
"4005"	"1"	"didattico"	1
"4006"	"1"	"impegno"	1
"4007"	"1"	"altre"	1
"4008"	"1"	"burrocrazia"	1
"4009"	"1"	"trasmettere"	1
"4010"	"1"	"l´entusiasmo"	1
"4011"	"1"	"banda"	1
"4012"	"1"	"ribello"	1
"4013"	"1"	"l´individualita"	1
"4014"	"1"	"talento"	1
"4015"	"1"	"abbimo"	1
"4016"	"1"	"despote"	1
"4017"	"1"	"leader"	1
"4018"	"1"	"del´italiano"	1
"4019"	"1"	"paziente"	1
"4020"	"1"	"spieghare"	1
"4021"	"1"	"lezzione"	3
"4022"	"1"	"un´insegnare"	2
"4023"	"1"	"distaccato"	2
"4024"	"1"	"equilibrio"	1
"4025"	"1"	"intenteressante"	1
"4026"	"1"	"sonocso"	1
"4027"	"1"	"l´eseme"	1
"4028"	"1"	"Queto"	1
"4029"	"1"	"léssame"	1
"4030"	"1"	"perole"	1
"4031"	"1"	"ect."	1
"4032"	"1"	"practicamente"	1
"4033"	"1"	"esconsere"	1
"4034"	"1"	"l´insegnare"	2
"4035"	"1"	"pazienza"	1
"4036"	"1"	"basare"	2
"4037"	"1"	"bassare"	1
"4038"	"1"	"accattire"	1
"4039"	"1"	"linsegnante"	1
"4040"	"1"	"individuale"	1
"4041"	"1"	"interattiva"	1
"4042"	"1"	"insegnata"	1
"4043"	"1"	"d´ínglese"	1
"4044"	"1"	"divertentente"	1
"4045"	"1"	"Dere"	1
"4046"	"1"	"téma"	1
"4047"	"1"	"auditorio"	1
"4048"	"1"	"sensitivo"	1
"4049"	"1"	"NP."	2
"4050"	"1"	"poso"	1
"4051"	"1"	"rafredore"	1
"4052"	"1"	"concepimento"	1
"4053"	"1"	"NP,\n\nmi"	1
"4054"	"1"	"dispiace"	1
"4055"	"1"	"cancellare"	1
"4056"	"1"	"\navere"	1
"4057"	"1"	"stanca.\n\nPer"	1
"4058"	"1"	"\n\nScusame"	1
"4059"	"1"	"tardi.\n\nPotere"	1
"4060"	"1"	"3.4"	1
"4061"	"1"	"16:00"	2
"4062"	"1"	"\n\nGrazia"	1
"4063"	"1"	"anticipo"	3
"4064"	"1"	"risposta.\nBuono"	1
"4065"	"1"	"Sí"	1
"4066"	"1"	"buona"	1
"4067"	"1"	"te."	1
