Corpus,Type,Text ID,Author ID,L1,content
VALICO,Assignment,,,CS,"Un giorno devo andare a mia xxx . Vengo a stazione di treno e aspeto , quando viene mio . Mio treno viene con ritardo 20 min e io devo aspetare a un bar . # Bevo un cafè e guardo a situatione a stazione . # E vedo ... una raggazza , come bacia suo fidanzato e uno uomo allanesse corre con sua xxx valigia , perche lei ha occhi solo per suo raggazzo . # ... . una donna vechia beve un cafè e suo cane vede un bambino come mangia salame e è uscito fuori di stazione . # Dappertutto e rumore e anche disordine . Io solo guardo a dopo , quando e venuto mio treno , entro e mi aiuta uno uomo gentile con mia valigia ."
VALICO,Assignment,,,CS,"Ogni lunedi mattina comincia un casino in edificio della stazione . Mi sono salito in autobus e ho guardato il casino . Tutti gente hanno in fretta . Un ragazza è arrivata da Genova e suo fidanzato ha aspetato . L ' ha lei visto e ha lasciata tutte le valigie sulla par tera e lei ha dato un grande bacio a lui , poi anche tre . Un signore che ha proprio passato questi due , è andato reparare qualcosa . Ho visto anche tante gente , che non hanno la casa . # Un signore , penso che era il ladro . Lui è corso e ha rovinato tutto . La valigia della vecchia signora è caduta ... # Poi sono andata via con il autobus e sono tornata a casa ."
VALICO,Assignment,,,CS,"( xxx ) Ogni giorno sede un signor in berretto alla stazione e gode la sua sigaretta . # Anche oggi è alla stazione molte gente . # Ma tuttavia è un altro giorno . # C'è una grande sensazione . # Coppia d ' innamorati si congedato e non seguono dintorni . # Hanno dimenticato delle sue valigie . # E è stata un grande ( xxxxxx ) errore . # Un signor ha approfittano di un ' occasione . # Questo signor avuto un cappotto nero , calzoni neri e un berretto nero . # Ha rubato le valigie . # Ma è stato molto disattento e ha dato ( dare ) un colpo un signor . # Questo signor ha fatto cadere le sue valigie . Le valigie hanno caduto alla tavola , dove ha seduta una signore . # Questa signore avuto un cappetto bianco , un capello bianco e ha commincato ( comm ) gridare . # Sì , è stato un ladro ."
VALICO,Assignment,,,CS,Quando ci siamo alla stazione possiano vedere molta la gente divesa chi viva le vite diverse e gli succedono le cose diverse e spesso strane . Allora per esempio ci possiamo trovare i inammorati chi si congedarono e si si mancheranno quando sono soli . Poi c'è un ladro chi ha fretta perché ha rubato una valigia . # L ' altra xxx persona molto interessante può essere un ' un ' uomo chi non ha una casa propria e viva alla stazione . Lui è troppo sporco e di SG cattivo odore . Anche il xx tecnico chi controlla i treni non po posso mancare . Naturalmente la magior parte della gente qui aspetta aspettava il suo treno . Ma anche i questi hanno la sua storia .
VALICO,Assignment,,,CS,"Siamo alla stazione centrale . Dove è la mia principessa ? Vedo tante valigie e adesso anche la mia raga| zza . Che bello bacio ! Bracciamo e si diciamo le parole dolce . # Questa coppia non vede un ' uomo , che prende la sua valigia . Però quest ' uomo non sa , che l ' ha visto una signorina e che questa signorina è di polizia . È nella trappola . Che xxx zetto ! La mia giacca , il tavolo , i piatti Tutto il mio cane ha fatto sporco . Tutto è rotto . Dove va ? ! Dobbiamo aspettare per il treno . # Tutto segue un ' uomo vecchio . È senza la casa e conosce ogni angolo di sta| zione centrale . Ogni giorno segue la gente e si dice le storie piccole di queste persone ."
VALICO,Assignment,,,CS,"Aaa , che cosa è questo ? C ' era un buio pesto . # Le gride . Taffete ! Patatrac ! Il caffè o il tè ? No , questo è crema del caffè . Oh no , mia pelliccia ! Tanta molta gente . E tanto molto vetro . Che cosa succede ? Che cosa significa ? # La scatola . E che cosa è questo ? Hm ... # La salsicia di fegato , la coteletta , la pan| cetta , il sanguinaccio , il prosciutto e il salame . Una specialita accanto altro . # Che cosa fai ? Perchè ? Questo è molto guisto . Perchè mi prendi queste specialite ? Che cosa succede ? ola ! Dici prestare ! La Gli gente d ' oggi . Questo è orrore . Ah , che cosa è quest suono terribile ? Chi l ' ha inventato questo invenzione ? Naturalmente , chi altro che l ' uomo . Coca - cola , fuj . Il giornale . Che cosa è nuovo ? Peccato che non so legere . # La scarpa , le scarpe , las carpa . Primo gardino , secondo xx , terzo , quarto , quinto , sesto , settimo , uf , af , ottavo , nono , decimo e finalmente undicesimo e la porta . # Finalmente l ' aria fresca . Finalmente sono fuori . Mi di più . Piutosto vado a passeggio nell parco con mie amiche cagne . È più sicuro . bau , bau ..."
VALICO,Assignment,,,CS,"C ' erano tre amici molto buoni ( un ragazzo Carlo , un cane Asta e una rana Berta ) . Tutti hanno vissuto nella casa vicino al grande & scuro grande & scuro bosco . # Una volta quando Quel giorno il ragazzino Luigi e il suo cane Asta sono andati a al letto presto . # Mentre loro dormivano , la rana Berta ha scappato dalla sua "" casa "" fatta di una botiglia . Dopo che Dopo che Luigi ed Asta si sono svegliati si sono svegliati p non potendo trovar non hanno potuto tro- varla a nessun posto . # Per non perdere il tempo , Luigi si è vestito velocissimo . Mentre guardavano guardavano guardando fuori della finestra , Asta è caduto dall di là { dall } di là nella sul giardino . # Fortunamente non si è stato ferito gravemente e tutti e due poevano andare a cercare Berta . Luigi ha Luigi ha Hanno gridato ad alta voce la ne mentre Asta baiava desperamente . # Hann Dopo Fra un poco hanno trovato la casa delle api . Non Volevano chiedergli se non hanno visto Berta . Luigi ha quasi cominciato a piangere . Durante Luigi aveva e stava cercando nei tronchi , Asta ha f barrabbiato le api perchè ha g distrutto la loro casa . Tutte l ' hanno seguito . Fortunatamente ha trovato un n posto dove per nescondersi . Luigi si è sbrigato Luigi , avendo paura di perdere anche Asta è andato alla stessa , ha corso molto molto veloce per cacciarlo . Lo ha trovato dietro una piccol a a ina collina . Purtroppo , c ' erano anche un grande ucello e caccia grossa . Luigi non ha fat Mentre Luigi non faceva attenzione , questo per lui stra sconosciuto animal e e o , lo ha port preso e portato via . Dopo qualche momento lo ha butato insieme con Asta in un grande "" buca "" piena d ' acqua . Dopo esser caduti nell ' acqua Dopo esser caduti nell ' acqua Dopo aver cadu Dopo aver cadu Hanno fatto uno u splash . # Infatti Asta a qu cui non piace acqua da morire ha trovato un bel posto sulla testa di Luigi . Poi Quando ess Mentre si avvicinano a un gr tronco grandissimo , Luigi ha sentito qualcosa spaventoso . # Dopo aver esser riusciti di sopravedere di sopravedere vedere sopra il tronco , come era la come era la che si e hanno loro sorpresa , perchè dopo tutta l ' avv Berta . La loro amica era xa fin è stata finita . # C ' è C ' era una cosa un ' altra cosa quale che Luigi ed Asta hanno notato . La propria famiglia di Berta . Dopo aver chiachierato un poco hanno capito chi il suo posto e là , non a casa di Luigi dove aveva solo una la botiglia di vetro . # Prima il buio ha caduto s una Prima Tardi pomeriggio hanno salutato tutti e sono andati a casa . Gio Dopo tutte le avventure erano veramente stanchissimi ."
VALICO,Assignment,,,CS,"Guarda questa figure e scrivi una storia : non devi descrivere i disegni uno per uno , perchè anche una persona che non vede le figure deve capire cosa è successo . # Usa almeno 100 parole e inizia così : Ieri al parco ... # #079 #Ieri al parco è successo qualcosa per ridere . Un uomo con occhiali sedava alla panca e leggeva una gazzetta . Mentre lui leggeva un altro uomo con cappelli scuri , che era più forte del primo , ha passato con una bella donna sulla sua spella . Sembrava , che questa signora avrebbe avuto bisogno di aiuto , perchè lei gridava tutto il tempo . Quando il primo ragazzo ha visto questo incidente , lui non ha rimasto sedere e l ' ha aiutata . Poi era il uomo cattivo K.O. e il ragazzo con occhiali pensava , che lui fosse molto bravo . Dopo , la donna bionda è stata arrabbiata e gli ha detto , che questo era il suo amico e lui non avrebbe dovuto preoccuparsi . Una storia strana , vero ? #"
VALICO,Assignment,,,CS,"Ci troviamo in xxx una stazione dove possiamo vedere molte situazioni . Sul lato destro vediamo un meccanico che invece di lavorare sta guardando una coppia dii giovani che si sta stanno baciando sul binario . Probabilmente uno di loro deve partire perché ci sono tante valiggie valigge ai ai attorn sui loro piedi . Sulla sinistra vediamo una signora che si é spaventata perché il suo cane ha deciso di scappare . Sulla sua fuga ha rovesciato tutto il tavolo della signora e ha rotto le bottiglie e i bicchieri . Penso che sia anche riuscito an riuscito di bagnare la sua padrona . Davanti al treno più vicino a noi si trova un ' altra coppia , forse pro marito e moglie . Che secondo me stiano andando a prendere il loro treno , perché il marito porta tante scatole che possono essere i regali per gli invitanti . Però due dei due regali gli sono caduto , uno , persino si é aperto e possiamo vedere delle scarpe nuove . In fondo vediamo molta gente che probabilmente stia aspettando il loro tra treno . C ' é anche una biglietteria dove qualche signore sta comprando degli biglietti ."
VALICO,Assignment,,,CS,"Non dimenticate di visitare la città ? eské Budéjovice e sopratutto la piazza principale di questa città sudboema . La città fu fondata nel 1265 da il re P ? emysl Otakar II . Nel l ' arco dei secoli subì vari cambiamenti architettonici . # E così anche la piazza principale della città , che si chiama La piazza del re Prémysl Otakar II . La piazza è quadratta e la sua superficie è un hetaro . # Intorno alla piazza ci sono le case con i portici nel stile barocco e nel centro si trova una fontana con un personaggio mitico Samson . Accanto alla fontana c ' è una pietra piatta . Una leggenda racconta che passando sopra questa pietra nella notte , si perde l ' orientazione . Nella piazza c ' è il municipio , un albergo e in un angolo si trova un ristorante . Non è un ristorante qualsiasi . La sua storia è molto curiosa , perchè una volta ci si trovò un mercato di carne . Entrando nel ristorante , si apre una vista stupenda . Un salone lunghissimo con le lunghe tavolate , in fondo un orchestra e nei lati piccole stanzette con entrate a forma di portici . # Nella piazza , nel periodo natalizio , sì trova un pino decorato e un presepe . E proprio in questa piazza si danno apuntamento tutti artigiani della città per ricordare le vecchie usanze ed abitudini di nostri nonni . Alla vigiglia di Natale , nei piatti di Cecchi , possiamo trovare una carpa impanata . Questo pesce vendono i pescatori nei grandi tini nella piazza , scaldandosi con il rum . E se in questo periodo così speciale troviamo anche la neve , è una imagine natalizia indimenticabile . #"
VALICO,Assignment,,,CS,"Non dimenticate di visitare la città Ceské Budéjovice e sopratutto la piazza principale di questa città sudboema . La città fu fondata nel 1265 da il re Prémysl Otakar II . Nel l ' arco dei secoli subì vari cambiamenti architettonici . # E così anche la piazza principale della città , che si chiama La piazza del re Prémysl Otakar II . La piazza è quadratta e la sua superficie è un hetaro . # Intorno alla piazza ci sono le case con i portici nel stile barocco e nel centro si trova una fontana con un personaggio mitico Samson . Accanto alla fontana c ' è una pietra piatta . Una leggenda racconta che passando sopra questa pietra nella notte , si perde l ' orientazione . Nella piazza c ' è il municipio , un albergo e in un angolo si trova un ristorante . Non è un ristorante qualsiasi . La sua storia è molto curiosa , perchè una volta ci si trovò un mercato di carne . Entrando nel ristorante , si apre una vista stupenda . Un salone lunghissimo con le lunghe tavolate , in fondo un orchestra e nei lati piccole stanzette con entrate a forma di portici . # Nella piazza , nel periodo natalizio , sì trova un pino decorato e un presepe . E proprio in questa piazza si danno apuntamento tutti artigiani della città per ricordare le vecchie usanze ed abitudini di nostri nonni . Alla vigiglia di Natale , nei piatti di Cecchi , possiamo trovare una carpa impanata . Questo pesce vendono i pescatori nei grandi tini nella piazza , scaldandosi con il rum . E se in questo periodo così speciale troviamo anche la neve , è una imagine natalizia indimenticabile . #"
VALICO,Assignment,,,CS,"C ' era una volta un uomo e una donna che furono molto poveri . Lavorarono molto nei campi e la loro vita fu molto difficile . Ma nonostante tutto furono felici . Solo la mancanza di un bambino gli rese un po tristi . Ma un giorno succedé un miracolo e nacque un bambino . Povera gente , dovevano lavorare ancora di più perché questo bambino fu sempre molto afamato . E così tutti lo chiamavano Neotesànek . Mentre giocava , mangiava . Crescendo , diventò un ragazzo forte è molto grande . Non fece niente , solo mangò . E così come lui diventava sempre più grande , i poveri genitori sono diventati deboli . Non poterono più lavorare e portare il cibo a Neotesànek . # Un giorno , quando non no c ' èra niente da mangiare , aprì la sua bocca grande e ingoiò i genitori . Poi andò in giro a ricerca di cibo . Mangiò tutto quelo che gli atraversò la strada . # Alla fine incontrò un contadino che lavorava nei campi . Lo volle mangiare , ma il contadino fu più veloce e gli disfò la pancia con la zappa . Così vengono salvati tutti coloro sono stati mangiati da Neotesànek . #"
